OBJECTID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,Shape_Length,Shape_Area,geoid,census_tract_name,total,white,black,asian,latino,other,percent_white,percent_black,percent_asian,percent_latino,percent_other
47441,37,001,020100,1400000US37001020100,37001020100,201,Alamance,NC,North Carolina,"Census Tract 201, Alamance County, North Carolin",4058,311,7533,2.2536,0.8946,1.4536,0.8125,0,0.6302,0.5115,0.724,1.8657,0.4982,0,0.834,0,0,0,0,0.834,0.5058,0.3853,0.8487,0.4186,1.6526,0.5769,0.6932,0.7666,0,1.4598,0.7174,0.4613,0.4613,0.4613,6.2734,0.5782,0.6091,0.6091,0.6091,0.7741,0.6687,0.8105,0.805,0.6672,0.7234,0.7904,5.2393,0.8439,0.4636,0.487,0.7848,0.4935,2.2289,0.6908,0.5509,0.7622,1.3131,0.7796,9.3904,0.8754,1,1,0,1,1,4,0.8,0,9.52,0.41,36.42,0,98.18,0,0,0,0,100,88.56,10.54,83.72,100,0,41.91,40.5,46.379,14.2,8.4,57.3,32.0265,11.3,26.7,15.1,21.9,17.5,1.3,1.2,1.7,36.5,10.5,7.1,15.7,13,0.7453,0.6964,0.5871,0.7369,0.6859,0.102937226,0.000454478,1400000US37001020100,"Census Tract 201, Alamance County, North Carolina",4058,2415,1138,72,384,49,0.595120749,0.280433711,0.01774273,0.094627896,0.012074914
47442,37,001,020200,1400000US37001020200,37001020200,202,Alamance,NC,North Carolina,"Census Tract 202, Alamance County, North Carolin",4093,523,2347,2.342,0.9179,1.542,0.8567,0,0.6302,0.5237,0.6915,1.8454,0.4894,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.7927,0.5401,1.7181,0.6294,0.7891,0.7468,0,1.5359,0.7672,0.2329,0.2329,0.2329,6.19,0.5599,0.7685,0.7685,0.7685,0.9804,0.9128,0.8883,0.8213,0.8976,0.8804,0.9468,6.3276,0.9842,0.2416,0.8824,0.8316,0.8814,2.837,0.9703,0,0.7932,0.7932,0.4702,10.7263,0.9821,1,1,0,1,1,4,0.8,0,9.52,0.42,35.58,0,100,0,0,0,0,100,84.63,8.58,100,99.37,0,10.64,63.9,74.3074,28.1,10.5,59.2,45.2055,16.8,39.7,11.2,29.1,18.7,10.7,0,2.1,40.5,11.7,6.3,19.1,17,0.8716,0.8798,0.4075,0.9252,0.9097,0.084321385,0.000345007,1400000US37001020200,"Census Tract 202, Alamance County, North Carolina",4093,1477,1197,182,1162,75,0.360860005,0.292450525,0.044466162,0.28389934,0.018323968
47443,37,001,020300,1400000US37001020300,37001020300,203,Alamance,NC,North Carolina,"Census Tract 203, Alamance County, North Carolin",7400,751,8973,2.3963,0.9314,1.5963,0.8821,0,0.6269,0.4441,0.6555,1.7265,0.4384,0,0.804,0,0.8688,0,0,1.6728,0.814,0.4113,0.5462,0.6484,1.6059,0.5385,0.5641,0.6515,0,1.2156,0.582,0.2174,0.2174,0.2174,6.4382,0.6145,0.8289,0.8289,0.8289,0.8986,0.8979,0.6579,0.5725,0.5082,0.9396,0.6195,5.0942,0.8201,0.6906,0.8091,0.5851,0.9109,2.9957,0.9888,0.8964,0.9043,1.8007,0.9842,10.7195,0.9818,1,1,0,1,1,4,0.8,0,9.51,0.36,34.74,0,92.34,0,36.2,0,0,98.72,65.31,7.33,49.67,85.16,0,8.66,75.2,58.47,26.5,6.2,36.4,26.483,21.3,20.1,18.9,27.1,13.8,13.4,20.1,5,40.5,10.8,7.2,16.3,15.9,0.8716,0.7575,0.6113,0.894,0.7418,0.157103232,0.001138948,1400000US37001020300,"Census Tract 203, Alamance County, North Carolina",7400,1833,2138,0,3260,169,0.247702703,0.288918919,0,0.440540541,0.022837838
47444,37,001,020400,1400000US37001020400,37001020400,204,Alamance,NC,North Carolina,"Census Tract 204, Alamance County, North Carolin",6746,710,2574,2.0858,0.8472,1.2858,0.7195,0,0.6137,0.3242,0.6614,1.5993,0.3808,0,0.6342,0,0,0,0,0.6342,0.3903,0.555,0.512,0.7427,1.8097,0.6935,0.3949,0.3904,0,0.7853,0.3664,0.2599,0.2599,0.2599,5.0884,0.308,0.8592,0.8592,0.8592,0.9027,0.7568,0.8062,0.649,0.8338,0.8769,0.9345,5.7599,0.9223,0.1874,0.935,0.5311,0.8045,2.458,0.8427,0.802,0.7346,1.5366,0.8961,10.6137,0.9778,1,1,0,1,1,4,0.8,0,9.47,0.28,34.88,0,43.07,0,0,0,0,63.31,62.54,6.27,17.47,30.05,0,14.09,81.2,59.0714,17.5,8.3,42.2,40.3935,16.6,37.8,10.1,31.4,13,6.4,10.9,1.4,44.7,11.8,6.1,17.2,18.8,0.9416,0.8887,0.3665,0.9564,0.8115,0.181554184,0.001183035,1400000US37001020400,"Census Tract 204, Alamance County, North Carolina",6746,1271,3952,0,1420,103,0.188407945,0.585828639,0,0.210495108,0.015268307
47445,37,001,020501,1400000US37001020501,37001020501,205.01,Alamance,NC,North Carolina,"Census Tract 205.01, Alamance County, North Caro",3819,486,2333,1.0904,0.4081,1.0904,0.5874,0.325,0.6204,0.3242,0.6461,1.9157,0.5188,0,0.7984,0,0,0,0,0.7984,0.4875,0.7697,0.2837,0.7009,1.7543,0.6542,0.694,0,0,0.694,0.2727,0.3782,0.3782,0.3782,5.5406,0.41,0.5019,0.5019,0.5019,0.6245,0.4284,0.8338,0.4353,0.3806,0.7846,0.6474,4.1346,0.6415,0.4954,0.5902,0.3659,0.7591,2.2106,0.6761,0.721,0.3832,1.1042,0.6995,7.9513,0.6804,0,0,0,0,0,0,0,0.33,9.49,0.28,34.52,0,90.97,0,0,0,0,8.12,42.16,6.75,83.9,0,0,29.82,30,36.5298,8.4,8.9,27.7,22.9081,13,21,15.6,23.3,10.7,4.9,6,0.1,33.2,10.2,6.5,15.4,11,0.5771,0.6245,0.4494,0.5359,0.6567,0.137688002,0.000720354,1400000US37001020501,"Census Tract 205.01, Alamance County, North Carolina",3819,2672,507,55,553,32,0.699659597,0.132757266,0.014401676,0.144802304,0.008379157
47446,37,001,020502,1400000US37001020502,37001020502,205.02,Alamance,NC,North Carolina,"Census Tract 205.02, Alamance County, North Caro",4012,348,2531,2.0935,0.8497,1.2935,0.7242,0,0.617,0.3702,0.6694,1.6566,0.4081,0,0.7727,0,0,0,0,0.7727,0.4739,0.4975,0.3637,0.6264,1.4876,0.432,0.6929,0.3556,0,1.0485,0.5061,0.2306,0.2306,0.2306,5.196,0.3319,0.7965,0.7965,0.7965,0.771,0.9087,0.8909,0.7262,0.6631,0.8666,0.9284,5.7549,0.9215,0.1353,0.9064,0.3298,0.8045,2.176,0.6474,0.7919,0.7932,1.5851,0.9196,10.3125,0.9616,1,1,0,1,1,4,0.8,0,9.48,0.31,35.07,0,83.9,0,0,0,0,81.08,49.78,7.56,83.64,24.44,0,10.4,69,46.1422,27.6,10.6,49,31.8689,16.1,37,8.9,30,10.2,6.4,10.2,2.1,38.3,11.3,5.5,17.4,14.3,0.8121,0.836,0.257,0.8244,0.8245,0.113632018,0.00055035,1400000US37001020502,"Census Tract 205.02, Alamance County, North Carolina",4012,1245,1393,93,941,340,0.310319043,0.347208375,0.023180459,0.234546361,0.084745763
47447,37,001,020601,1400000US37001020601,37001020601,206.01,Alamance,NC,North Carolina,"Census Tract 206.01, Alamance County, North Caro",3113,164,5551,0.9987,0.3539,0.5987,0.2096,0.325,0.6302,0.4295,0.7403,2.125,0.5975,0,0.5409,0,0,0,0,0.5409,0.3433,0.7167,0.7151,0.6823,2.1141,0.8766,0.5682,0.6119,0,1.1801,0.5654,0.3552,0.3552,0.3552,6.3153,0.5874,0.1309,0.1309,0.1309,0.0703,0.1727,0.0151,0.0516,0.0803,0.1305,0.2102,0.7307,0.0248,0.9407,0.212,0.3217,0.2137,1.6881,0.2442,0,0,0,0,2.5497,0.0113,1,0,1,0,0,2,0.4,0.33,9.52,0.35,36.85,0,21.39,0,0,0,0,17.39,78.81,6.94,50.72,76.45,0,26.84,6.6,8.4306,4,0.6,7.6,14.0312,2.5,8.6,27.8,17.5,10.1,0.2,0,0,35.7,8,10.4,9.2,10.1,0.7094,0.0719,0.9784,0.4209,0.0411,0.103464761,0.000561858,1400000US37001020601,"Census Tract 206.01, Alamance County, North Carolina",3113,2909,29,17,113,45,0.934468358,0.009315773,0.00546097,0.03629939,0.014455509
47448,37,001,020602,1400000US37001020602,37001020602,206.02,Alamance,NC,North Carolina,"Census Tract 206.02, Alamance County, North Caro",2638,244,3195,1.2566,0.5015,0.8566,0.4006,0,0.6269,0.4583,0.6725,1.7577,0.4515,0,0.6986,0,0,0,0,0.6986,0.4316,0.4258,0.5166,0.633,1.5754,0.5127,0.6171,0.5502,0,1.1673,0.5595,0.4895,0.4895,0.4895,5.6885,0.4441,0.236,0.236,0.236,0.3249,0.1604,0.0804,0.5266,0.266,0.3283,0.5778,2.2644,0.2428,0.9616,0.1832,0.8724,0.4203,2.4375,0.8313,0.5113,0.8486,1.3599,0.8032,6.2978,0.4125,1,0,1,0,0,2,0.4,0,9.51,0.37,35.14,0,61.79,0,0,0,0,97.08,62.91,7.5,63.46,62.46,0,46.02,11.7,21.4789,3.8,1.7,33.3,19.8697,4.8,18.8,30.8,16.8,20,0.9,0.8,3.1,36,8.5,10,10.7,10.5,0.7232,0.1594,0.9707,0.4731,0.1393,0.087066241,0.000281521,1400000US37001020602,"Census Tract 206.02, Alamance County, North Carolina",2638,2330,98,24,171,15,0.883244882,0.037149356,0.009097801,0.064821835,0.005686126
47449,37,001,020701,1400000US37001020701,37001020701,207.01,Alamance,NC,North Carolina,"Census Tract 207.01, Alamance County, North Caro",4973,369,9939,1.4908,0.6184,1.0908,0.5878,0,0.6337,0.4853,0.8192,1.9382,0.5283,0,0.8017,0,0,0,0,0.8017,0.4892,0.7357,0.2251,0.5031,1.4639,0.4093,0,0.7453,0.9571,1.7024,0.9096,0.1692,0.1692,0.1692,6.0754,0.5341,0.4463,0.4463,0.4463,0.4987,0.3407,0.3739,0.5857,0.5637,0.4891,0.5809,3.4327,0.4888,0.8278,0.1724,0.4962,0.5373,2.0337,0.5235,0.5509,0.7121,1.263,0.7575,7.1757,0.5567,1,0,1,0,0,2,0.4,0,9.53,0.39,39.13,0,91.73,0,0,0,0,13.78,35.67,9.08,0,99.29,36.24,3.58,25.3,29.8701,6.8,3.9,37.4,28.2315,6.9,18.9,22,16.5,12.5,1.6,1.2,1.2,35.8,9,9.1,11.7,11.3,0.7141,0.2831,0.9332,0.5716,0.238,0.110728646,0.000681936,1400000US37001020701,"Census Tract 207.01, Alamance County, North Carolina",4973,3716,563,14,455,225,0.747235069,0.113211341,0.002815202,0.091494068,0.045244319
47450,37,001,020702,1400000US37001020702,37001020702,207.02,Alamance,NC,North Carolina,"Census Tract 207.02, Alamance County, North Caro",4941,409,3907,1.9336,0.798,1.3336,0.7475,0,0.6337,0.4723,0.71,1.816,0.4769,0,0.7702,0,0,0,0,0.7702,0.4724,0.6201,0.4355,0.5426,1.5982,0.5322,0,0.6332,0.9787,1.6119,0.8959,0.2401,0.2401,0.2401,6.0364,0.5252,0.6765,0.6765,0.6765,0.8298,0.7272,0.9376,0.8674,0.771,0.7195,0.7219,5.5744,0.896,0.5497,0.4497,0.3366,0.6217,1.9577,0.4534,0.6497,0,0.6497,0.3682,8.8583,0.8084,0,1,0,1,1,3,0.6,0,9.53,0.38,36.07,0,83.24,0,0,0,0,42.66,55.98,8.54,0,81.16,70.1,11.53,49.2,51.1233,16.3,13,65.6,36.739,11.2,23.7,16.5,21.4,10.3,2.4,3,0,33.9,10.8,6.5,17,12.4,0.6164,0.7575,0.4494,0.6853,0.7971,0.130179225,0.000755514,1400000US37001020702,"Census Tract 207.02, Alamance County, North Carolina",4941,2508,1548,0,885,0,0.507589557,0.313296903,0,0.17911354,0
47451,37,001,020801,1400000US37001020801,37001020801,208.01,Alamance,NC,North Carolina,"Census Tract 208.01, Alamance County, North Caro",1661,198,4337,1.834,0.7618,1.234,0.6866,0,0.6337,0.3993,0.6675,1.7005,0.4279,0,0.7781,0,0,0,0,0.7781,0.4767,0.7279,0.4181,0.746,1.892,0.7476,0,0.4497,0.9653,1.415,0.6887,0.2488,0.2488,0.2488,6.0344,0.5245,0.6075,0.6075,0.6075,0.5826,0.7722,0.3739,0.5548,0.4714,0.7114,0.6195,4.0858,0.6319,0.6455,0.5094,0.5515,0.8542,2.5606,0.8907,0.8904,0,0.8904,0.5525,8.1443,0.7095,1,0,1,0,1,3,0.6,0,9.53,0.33,35.02,0,85.36,0,0,0,0,15.24,54.49,6.25,0,41.11,47.01,12.61,40.3,34.1963,18.2,3.9,35.1,25.3814,11,20.1,18.1,22.2,13.3,8.8,19.3,0,37,10,8.2,14.9,12.6,0.7656,0.5713,0.8343,0.7032,0.6058,0.2098779,0.001204785,1400000US37001020801,"Census Tract 208.01, Alamance County, North Carolina",1661,991,286,56,283,45,0.596628537,0.17218543,0.03371463,0.17037929,0.027092113
47452,37,001,020802,1400000US37001020802,37001020802,208.02,Alamance,NC,North Carolina,"Census Tract 208.02, Alamance County, North Caro",5915,548,4694,2.3212,0.9126,1.5212,0.8467,0,0.6337,0.5746,0.705,1.9133,0.5179,0,0.8145,0,0,0,0,0.8145,0.4957,0.3853,0.6764,0.5286,1.5903,0.5255,0.6753,0.6192,0,1.2945,0.6218,0.4821,0.4821,0.4821,6.0947,0.5386,0.8304,0.8304,0.8304,0.9854,0.9794,0.5492,0.8746,0.816,0.9668,0.906,6.0774,0.9613,0.4397,0.7243,0.6178,0.8764,2.6582,0.9281,0.5337,0.6383,1.172,0.7222,10.738,0.9826,1,1,0,1,1,4,0.8,0,9.53,0.46,35.94,0,94.64,0,0,0,0,100,75.8,8.72,79.05,78.08,0,44.99,75.5,76.4426,42.6,5.2,66.7,39.2739,25.3,34.5,14.7,25.4,14.3,10.3,1,0.7,40.1,12.4,6.1,20.8,17,0.8624,0.9292,0.3665,0.9252,0.958,0.099911681,0.000474765,1400000US37001020802,"Census Tract 208.02, Alamance County, North Carolina",5915,1451,2221,107,2092,44,0.245308538,0.375486052,0.018089603,0.353677092,0.007438715
47453,37,001,020901,1400000US37001020901,37001020901,209.01,Alamance,NC,North Carolina,"Census Tract 209.01, Alamance County, North Caro",3406,293,3119,1.1528,0.4431,1.1528,0.6317,0,0.6371,0.4441,0.665,1.7462,0.4464,0,0.7476,0,0,0,0,0.7476,0.46,0.6736,0.4473,0.5373,1.6582,0.5815,0.3162,0.6262,0,0.9424,0.456,0.4572,0.4572,0.4572,5.5516,0.4127,0.6004,0.6004,0.6004,0.5333,0.5241,0.1726,0.522,0.3841,0.6855,0.758,3.5796,0.5212,0.5741,0.7467,0.7249,0.7659,2.8116,0.966,0.8185,0.5527,1.3712,0.8091,8.3628,0.7401,0,0,0,0,0,0,0,0,9.54,0.36,34.96,0,76.63,0,0,0,0,27.51,56.97,8.61,6.54,79.77,0,41.2,39.5,31.65,10.4,2.5,33,23.0014,10.4,25.2,16.9,25.8,16.2,5.1,12.2,0.4,34.6,9.4,7.1,13.9,11.5,0.6552,0.3966,0.5871,0.594,0.4916,0.139977985,0.000796804,1400000US37001020901,"Census Tract 209.01, Alamance County, North Carolina",3406,2061,405,82,738,120,0.605108632,0.11890781,0.024075161,0.216676453,0.035231944
47454,37,001,020902,1400000US37001020902,37001020902,209.02,Alamance,NC,North Carolina,"Census Tract 209.02, Alamance County, North Caro",3459,232,1244,0.9924,0.3497,0.5924,0.2052,0,0.6337,0.3091,0.6387,1.5815,0.3729,0,0.2785,0,0,0,0,0.2785,0.2148,0.5338,0.1276,0.8782,1.5396,0.4806,0,0.1983,0,0.1983,0.0737,0.2939,0.2939,0.2939,3.8918,0.0962,0.4107,0.4107,0.4107,0.4203,0.5681,0.286,0.0952,0.4065,0.5359,0.2624,2.5744,0.3032,0.8344,0.4069,0.5585,0.6918,2.4916,0.8598,0.8257,0.5072,1.3329,0.7891,6.8096,0.4962,1,0,1,0,0,2,0.4,0,9.53,0.27,34.34,0,0.01,0,0,0,0,70.1,22.15,4.75,0,2.52,0,18.61,22.6,26.0769,11.4,3.3,10.6,23.5876,7.6,10,22.2,20.8,13.4,3.4,12.8,0.3,35.6,9.8,7.6,14.4,12,0.7047,0.5157,0.7108,0.6463,0.5495,0.145374256,0.001049216,1400000US37001020902,"Census Tract 209.02, Alamance County, North Carolina",3459,2677,419,0,316,47,0.773923099,0.121133276,0,0.091355883,0.013587742
47455,37,001,021000,1400000US37001021000,37001021000,210,Alamance,NC,North Carolina,"Census Tract 210, Alamance County, North Carolin",3999,395,3480,2.4768,0.9505,1.6768,0.9153,0,0.6402,0.5868,0.6768,1.9038,0.5139,0,0.851,0,0.7834,0,0,1.6344,0.8001,0.4327,0.6303,0.473,1.536,0.4773,0.7891,0.5984,0,1.3875,0.6723,0.3031,0.3031,0.3031,6.7648,0.6829,0.7783,0.7783,0.7783,0.9795,0.8897,0.8956,0.8886,0.9544,0.9205,0.8978,6.4261,0.9904,0.3335,0.9238,0.7047,0.7031,2.6651,0.9303,0.6013,0.6572,1.2585,0.7561,11.128,0.9939,1,1,0,1,1,4,0.8,0,9.55,0.47,35.23,0,99.79,0,11.68,0,0,96.08,72.26,9.56,100,73.46,0,19.85,65.6,74.0015,25.7,10.8,68.8,51.7943,19.4,33.7,12.9,30.8,15.8,3.6,1.9,0.8,42.4,12.3,6.5,20.2,18,0.9096,0.9233,0.4494,0.9443,0.9445,0.106813311,0.00033466,1400000US37001021000,"Census Tract 210, Alamance County, North Carolina",3999,1376,1438,17,988,180,0.344086022,0.359589897,0.004251063,0.247061765,0.045011253
47456,37,001,021101,1400000US37001021101,37001021101,211.01,Alamance,NC,North Carolina,"Census Tract 211.01, Alamance County, North Caro",2718,282,4387,1.7902,0.7456,1.1902,0.6577,0,0.6371,0.5501,0.6739,1.8611,0.4963,0,0.764,0,0.7549,0,0,1.5189,0.7589,0.474,0.4258,0.5417,1.4415,0.388,0.5578,0.7298,0,1.2876,0.6181,0.2139,0.2139,0.2139,6.323,0.5892,0.6137,0.6137,0.6137,0.729,0.4585,0.4307,0.6867,0.4002,0.4752,0.6763,3.8566,0.5821,0.562,0.365,0.8779,0,1.8049,0.3277,0.6223,0.5527,1.175,0.7232,7.4502,0.601,1,0,1,0,1,3,0.6,0,9.54,0.44,35.17,0,81.55,0,7.52,0,0,87.29,55.17,8.56,48.28,98.03,0,8.25,41,43.1003,9,4.3,45.4,23.4286,6.7,22,16.7,20.2,20.2,0,2.3,0.4,37.8,10,7.5,14.3,13.1,0.7959,0.5713,0.6866,0.7441,0.538,0.134358683,0.000815708,1400000US37001021101,"Census Tract 211.01, Alamance County, North Carolina",2718,1603,814,13,155,133,0.589771891,0.299484915,0.004782929,0.057027226,0.048933039
47457,37,001,021102,1400000US37001021102,37001021102,211.02,Alamance,NC,North Carolina,"Census Tract 211.02, Alamance County, North Caro",3369,295,4002,1.9564,0.806,1.1564,0.6343,0,0.6371,0.3844,0.6545,1.676,0.4171,0,0.5988,0,0.842,0,0,1.4408,0.7314,0.7477,0.2715,0.6484,1.6676,0.589,0,0.3876,0,0.3876,0.1258,0.1855,0.1855,0.1855,5.3575,0.3683,0.589,0.589,0.589,0.8053,0.689,0.1343,0.5532,0.5875,0.7547,0.5809,4.1049,0.6356,0.7125,0.4796,0.793,0.4203,2.4054,0.8132,0.7325,0.8679,1.6004,0.9261,8.6997,0.7881,1,0,1,1,1,4,0.8,0,9.54,0.32,34.72,0,34.01,0,26.39,0,0,11.63,40.9,7.33,0,29.63,0,5.23,38.3,48.878,14.9,2.2,35,29.0413,12.1,18.9,19.3,21.8,17.7,0.9,6.6,3.6,37,10.2,7.8,15.6,13.4,0.7656,0.6245,0.7565,0.767,0.6768,0.148751944,0.001097898,1400000US37001021102,"Census Tract 211.02, Alamance County, North Carolina",3369,2080,810,26,332,121,0.617393885,0.240427427,0.007717424,0.098545562,0.035915702
47458,37,001,021201,1400000US37001021201,37001021201,212.01,Alamance,NC,North Carolina,"Census Tract 212.01, Alamance County, North Caro",5565,449,6072,2.1881,0.8766,1.3881,0.7779,0,0.617,0.3551,0.5938,1.5659,0.3661,0,0.5727,0,0.8231,0,0,1.3958,0.7168,0.5916,0.4688,0.7897,1.8501,0.721,0.4678,0.4664,0,0.9342,0.4525,0.1855,0.1855,0.1855,5.9315,0.5017,0.6614,0.6614,0.6614,0.8022,0.7699,0.1117,0.4738,0.592,0.9421,0.8739,4.5656,0.7262,0.6906,0.5902,0.6885,0.8401,2.8094,0.9654,0.9446,0.5072,1.4518,0.853,9.4882,0.8864,1,1,0,1,1,4,0.8,0,9.48,0.3,33.26,0,27.7,0,20.66,0,0,51.8,58.85,5.78,29.15,44.39,0,5.23,47.1,48.5853,18.1,2,29.9,29.2044,21.6,31.8,18.9,23.3,15.5,8,28.2,0.3,39.6,11,6.8,16.9,16,0.8497,0.7919,0.516,0.8975,0.7899,0.355491116,0.003740423,1400000US37001021201,"Census Tract 212.01, Alamance County, North Carolina",5565,2944,1500,3,1071,47,0.529020665,0.269541779,0.000539084,0.19245283,0.008445642
47459,37,001,021204,1400000US37001021204,37001021204,212.04,Alamance,NC,North Carolina,"Census Tract 212.04, Alamance County, North Caro",4976,372,3685,0.8506,0.2655,0.8506,0.3954,0,0.6269,0.3993,0.6315,1.6577,0.4084,0,0.5635,0,0,0,0,0.5635,0.3543,1,0.1422,0.8443,1.9865,0.8079,0,0.3876,0,0.3876,0.1258,0.1894,0.1894,0.1894,4.7847,0.2429,0.5073,0.5073,0.5073,0.5498,0.5996,0.2275,0.2349,0.4757,0.5781,0.4441,3.1097,0.4157,0.4519,0.6446,0.431,0.5837,2.1112,0.5929,0.9149,0.8486,1.7635,0.9776,7.4917,0.6077,0,0,0,0,0,0,0,0,9.51,0.33,34.17,0,25.75,0,0,0,0,0,24.48,5.17,0,29.63,0,5.7,30.5,32.4896,12.2,2.9,17.7,25.4995,8.3,14.9,14.9,24.1,11.6,2,22.8,3.1,34.2,9.5,7.2,13.6,10.9,0.6335,0.4269,0.6113,0.5229,0.4553,0.307237563,0.003367139,1400000US37001021204,"Census Tract 212.04, Alamance County, North Carolina",4976,3458,770,0,511,237,0.694935691,0.154742765,0,0.102692926,0.047628617
47460,37,001,021205,1400000US37001021205,37001021205,212.05,Alamance,NC,North Carolina,"Census Tract 212.05, Alamance County, North Caro",6830,435,7430,0.9738,0.3394,0.9738,0.4969,0,0.617,0.4441,0.6447,1.7058,0.4302,0,0.733,0,0.794,0,0,1.527,0.7617,0.6198,0.1329,0.5829,1.3356,0.2907,0.37,0.7666,0,1.1366,0.5457,0.1926,0.1926,0.1926,5.8976,0.4936,0.5939,0.5939,0.5939,0.534,0.3345,0.725,0.6404,0.6347,0.3107,0.5315,3.7108,0.5496,0.2724,0.6446,0.3366,0,1.2536,0.0711,0.6013,0.5527,1.154,0.7157,6.7123,0.4802,0,0,0,0,0,0,0,0,9.48,0.36,34.49,0,72.29,0,13.65,0,0,42.8,23.07,8.06,13.87,100,0,6.07,38.8,31.6846,6.7,7,41.5,30.761,4.6,17.4,11.8,24.1,10.3,0,1.9,0.4,31.2,9.6,6.7,13.4,9.9,0.4583,0.4568,0.4939,0.3955,0.4322,0.174103028,0.001177745,1400000US37001021205,"Census Tract 212.05, Alamance County, North Carolina",6830,4179,1890,253,364,144,0.611859444,0.276720351,0.03704246,0.05329429,0.021083455
47461,37,001,021206,1400000US37001021206,37001021206,212.06,Alamance,NC,North Carolina,"Census Tract 212.06, Alamance County, North Caro",5029,460,3297,1.1609,0.448,1.1609,0.6374,0,0.617,0.3993,0.6256,1.6419,0.4011,0,0.7792,0,0.7655,0,0,1.5447,0.768,0.5957,0.1791,0.6643,1.4391,0.3857,0.6608,0.7456,0,1.4064,0.6836,0.1453,0.1453,0.1453,6.1774,0.5569,0.6154,0.6154,0.6154,0.5412,0.2915,0.5241,0.6317,0.304,0.6488,0.4366,3.3779,0.4762,0.1739,0.9135,0.4962,0.6377,2.2213,0.6848,0.8069,0.4452,1.2521,0.7532,7.4667,0.604,0,0,0,0,0,0,0,0,9.48,0.33,34.02,0,85.68,0,8.83,0,0,50.47,29.9,7.17,75.15,99.31,0,1.4,41.2,32.0342,6,5,40.8,20.8833,9.6,14.7,9.8,30.3,12.5,2.6,11.3,0.2,30.8,9.6,5.8,13.8,9.6,0.4334,0.4568,0.3102,0.3566,0.4797,0.184958903,0.001304074,1400000US37001021206,"Census Tract 212.06, Alamance County, North Carolina",5029,2959,1358,0,403,309,0.588387353,0.270033804,0,0.080135216,0.061443627
47462,37,001,021207,1400000US37001021207,37001021207,212.07,Alamance,NC,North Carolina,"Census Tract 212.07, Alamance County, North Caro",3476,368,3514,1.0228,0.3682,1.0228,0.5364,0,0.607,0.2946,0.5948,1.4964,0.3362,0,0.6759,0,0.8117,0,0,1.4876,0.7475,0.5613,0.4513,0.4527,1.4653,0.4107,0.678,0.6334,0,1.3114,0.6305,0.1453,0.1453,0.1453,5.906,0.4957,0.3924,0.3924,0.3924,0.6504,0.4533,0.7175,0.4334,0.2531,0.554,0.5969,3.6586,0.5385,0.5679,0.7821,0.5448,0,1.8948,0.4006,0.6697,0.3832,1.0529,0.6856,6.9987,0.5271,0,0,0,0,0,0,0,0,9.45,0.26,33.28,0,54.91,0,17.83,0,0,61.31,57.33,9.92,79.69,81.2,0,1.4,21.3,38.061,8.9,6.9,27.6,19.5324,7.9,19.4,16.8,26.5,13.2,0,3.7,0.1,34.1,10.1,7.2,14.9,11.7,0.6276,0.5987,0.6113,0.6162,0.6058,0.217524228,0.001279161,1400000US37001021207,"Census Tract 212.07, Alamance County, North Carolina",3476,2737,247,40,377,75,0.78739931,0.071058688,0.01150748,0.108457998,0.021576525
